user,age,status,gender,drinks,height,smokes,religion
user8933,26,single,f,yes,168.0,no,islam
user8934,29,single,f,yes,168.0,no,islam
user8936,24,single,f,yes,168.0,yes,islam
user8937,28,single,f,yes,165.0,no,islam
user8938,24,single,m,yes,168.0,no,islam
user8939,24,single,m,yes,165.0,yes,islam
user8941,28,single,f,yes,163.0,no,islam
user8943,29,single,m,yes,163.0,yes,roman catholicism
user8944,29,single,m,yes,196.0,no,islam
user8945,37,single,m,yes,173.0,no,islam
user8946,33,single,f,no,170.0,no,islam
user8947,18,single,f,yes,175.0,no,islam
user8948,19,single,m,no,180.0,no,roman catholicism
user8952,32,single,m,yes,180.0,no,islam
user8954,22,single,f,yes,165.0,no,islam
user8955,30,single,m,yes,170.0,no,islam
user8956,31,single,m,yes,188.0,no,islam
user8957,31,single,f,yes,173.0,no,protestant christianity
user8958,22,single,m,no,173.0,yes,islam
user8959,28,single,m,yes,178.0,no,islam
user8960,49,single,m,yes,188.0,no,islam
user8961,49,single,f,yes,168.0,no,islam
user8962,28,single,m,yes,183.0,no,islam
user8963,21,single,f,no,152.0,no,islam
user8964,27,single,m,yes,185.0,no,islam
user8965,30,single,f,yes,168.0,no,islam
user8966,30,single,m,yes,170.0,no,islam
user8967,28,single,f,yes,165.0,yes,roman catholicism
user8968,26,single,m,yes,175.0,no,islam
user8969,36,single,f,yes,157.0,no,islam
user8970,29,single,f,yes,163.0,no,islam
user8971,31,single,f,yes,183.0,yes,islam
user8972,33,single,m,yes,188.0,no,islam
user8974,28,married,m,yes,188.0,no,islam
user8975,28,single,f,yes,175.0,no,islam
user8976,36,single,f,yes,165.0,yes,islam
user8977,38,single,m,yes,193.0,no,islam
user8978,26,single,f,yes,152.0,yes,islam
user8979,24,single,f,yes,180.0,no,islam
user8980,27,single,m,yes,175.0,no,islam
user8981,39,single,m,yes,168.0,no,islam
user8982,51,single,f,yes,160.0,no,islam
user8983,26,single,f,yes,168.0,no,islam
user8984,36,single,f,yes,160.0,no,islam
user8985,27,single,m,yes,183.0,no,islam
user8986,22,single,m,yes,175.0,no,protestant christianity
user8987,34,single,f,yes,175.0,no,islam
user8989,25,single,m,yes,175.0,yes,islam
user8990,31,available,f,yes,163.0,no,islam
user8991,22,single,m,yes,185.0,no,islam
user8992,27,single,m,yes,173.0,no,islam
user8993,21,single,m,yes,180.0,yes,islam
user8994,33,single,f,yes,165.0,no,islam
user8996,32,single,m,yes,180.0,no,islam
user8997,26,single,f,yes,173.0,no,islam
user8998,28,single,f,yes,163.0,no,islam
user8999,29,single,m,yes,188.0,yes,islam
user9000,30,single,f,yes,175.0,no,islam
user9001,29,single,f,yes,160.0,no,islam
user9002,32,single,f,yes,160.0,no,islam
user9003,24,single,f,yes,163.0,yes,islam
user9004,26,single,f,yes,170.0,no,islam
user9005,25,single,f,yes,165.0,no,islam
user9007,23,available,m,yes,168.0,yes,islam
user9008,28,single,f,yes,173.0,no,islam
user9009,20,single,f,yes,165.0,no,islam
user9010,29,single,m,yes,173.0,no,islam
user9011,27,single,m,yes,180.0,no,islam
user9012,31,single,m,yes,175.0,yes,islam
user9013,35,single,m,yes,180.0,no,islam
user9014,20,single,m,yes,185.0,no,islam
user9015,24,single,m,yes,175.0,no,islam
user9016,20,single,f,yes,163.0,no,islam
user9017,31,single,m,yes,178.0,yes,islam
user9018,24,available,m,yes,190.0,yes,islam
user9020,23,single,m,yes,183.0,no,islam
user9022,29,single,f,yes,165.0,no,islam
user9023,25,single,m,yes,180.0,no,islam
user9024,24,single,m,yes,180.0,no,islam
user9025,23,single,m,yes,175.0,yes,protestant christianity
user9026,23,single,m,yes,173.0,no,islam
user9028,30,single,m,yes,168.0,no,buddhism
user9029,36,single,m,yes,178.0,no,islam
user9030,37,single,m,no,178.0,no,islam
user9031,26,single,m,yes,173.0,no,islam
user9032,57,single,m,no,180.0,no,islam
user9033,20,single,m,yes,183.0,no,islam
user9034,26,single,m,yes,178.0,no,islam
user9035,50,single,f,yes,173.0,no,islam
user9036,32,single,m,yes,170.0,no,islam
user9037,51,single,m,yes,183.0,no,islam
user9038,43,single,m,yes,180.0,no,islam
user9039,40,single,m,yes,185.0,no,islam
user9040,31,single,m,yes,180.0,yes,islam
user9041,21,single,f,yes,168.0,no,islam
user9042,35,single,f,yes,160.0,no,islam
user9043,26,single,m,yes,188.0,no,islam
user9044,27,single,m,yes,183.0,no,islam
user9045,29,single,m,no,180.0,no,islam
user9046,20,single,m,yes,160.0,no,islam
user9047,38,single,f,yes,173.0,yes,protestant christianity
user9048,40,single,m,yes,183.0,no,islam
user9049,23,single,m,yes,178.0,no,islam
user9050,35,single,m,yes,180.0,no,islam
user9051,29,single,m,yes,175.0,no,islam
user9052,21,single,m,yes,188.0,yes,islam
user9055,40,single,f,yes,152.0,yes,islam
user9056,33,single,m,yes,178.0,no,islam
user9057,23,single,m,yes,170.0,no,protestant christianity
user9058,32,single,m,yes,173.0,no,islam
user9060,25,single,f,yes,170.0,no,islam
user9061,24,single,m,yes,173.0,yes,protestant christianity
user9062,24,single,m,yes,170.0,no,protestant christianity
user9063,29,single,m,yes,178.0,no,protestant christianity
user9064,25,single,m,yes,180.0,no,islam
user9066,34,single,f,yes,170.0,no,islam
user9067,20,single,m,no,173.0,no,islam
user9069,30,single,m,no,190.0,no,islam
user9070,30,single,m,yes,170.0,yes,roman catholicism
user9071,29,single,f,yes,173.0,yes,islam
user9072,29,single,f,yes,170.0,no,islam
user9073,31,single,m,yes,185.0,no,islam
user9074,26,single,f,yes,155.0,no,islam
user9075,49,single,m,yes,180.0,no,islam
user9076,23,single,m,yes,180.0,yes,islam
user9077,52,single,f,yes,160.0,no,protestant christianity
user9078,29,single,m,yes,180.0,no,islam
user9079,43,single,m,yes,175.0,no,islam
user9080,24,single,f,yes,155.0,no,islam
user9081,24,single,m,no,178.0,no,islam
user9082,50,single,f,yes,160.0,no,islam
user9083,27,single,f,yes,165.0,no,islam
user9084,24,single,f,yes,157.0,no,islam
user9086,25,single,f,yes,168.0,no,islam
user9087,20,single,m,yes,180.0,no,islam
user9088,26,single,f,yes,157.0,no,islam
user9089,21,single,m,yes,188.0,no,islam
user9090,27,single,m,yes,185.0,no,islam
user9091,60,single,f,yes,155.0,no,islam
user9092,25,single,f,yes,165.0,no,islam
user9093,27,single,f,yes,168.0,no,islam
user9094,22,single,f,yes,173.0,no,islam
user9095,39,single,m,no,180.0,no,islam
user9096,27,single,f,yes,183.0,no,roman catholicism
user9097,27,single,m,yes,178.0,no,roman catholicism
user9098,59,single,m,yes,183.0,no,islam
user9099,26,single,m,yes,183.0,no,islam
user9100,23,single,f,yes,178.0,yes,islam
user9101,37,single,f,yes,168.0,no,roman catholicism
user9102,27,single,m,yes,165.0,yes,islam
user9103,25,single,m,yes,180.0,yes,islam
user9105,27,single,m,yes,180.0,yes,islam
user9106,37,single,m,yes,178.0,no,islam
user9107,25,single,m,yes,185.0,no,islam
user9108,23,single,m,yes,175.0,yes,islam
user9109,40,single,f,yes,170.0,no,islam
user9110,35,single,m,yes,188.0,no,islam
user9111,39,single,m,yes,190.0,no,islam
user9112,25,single,m,yes,183.0,yes,islam
user9113,29,single,m,yes,178.0,yes,islam
user9114,27,single,m,yes,193.0,yes,islam
user9115,31,single,m,yes,183.0,no,islam
user9116,19,single,f,yes,168.0,no,islam
user9117,27,single,m,yes,178.0,no,islam
user9118,32,single,f,yes,160.0,no,islam
user9119,31,single,m,yes,180.0,no,islam
user9120,23,single,f,yes,168.0,no,islam
user9121,19,single,f,yes,155.0,yes,islam
user9122,25,single,m,yes,175.0,yes,islam
user9123,22,single,m,yes,175.0,no,islam
user9124,33,single,m,yes,178.0,no,roman catholicism
user9125,22,seeing someone,f,yes,157.0,no,islam
user9126,52,single,f,yes,170.0,no,islam
user9127,39,single,m,yes,178.0,no,islam
user9128,64,single,f,yes,157.0,no,islam
user9129,22,single,f,yes,168.0,yes,islam
user9130,33,single,m,yes,193.0,no,islam
user9131,36,single,f,yes,163.0,no,roman catholicism
user9132,30,single,f,yes,163.0,no,islam
user9133,56,single,m,yes,185.0,no,islam
user9134,34,single,f,yes,168.0,no,islam
user9135,52,single,f,yes,170.0,yes,islam
user9137,42,single,f,yes,178.0,no,protestant christianity
user9138,20,single,f,yes,165.0,yes,islam
user9139,18,single,f,yes,157.0,yes,islam
user9140,34,single,m,yes,178.0,no,islam
user9141,28,single,f,yes,165.0,no,islam
user9142,29,seeing someone,m,yes,190.0,no,islam
user9143,28,single,m,yes,180.0,no,islam
user9144,26,single,m,yes,168.0,yes,islam
user9146,39,single,m,yes,190.0,yes,islam
user9147,33,single,m,yes,185.0,yes,islam
user9148,29,single,m,yes,188.0,no,islam
user9149,25,single,m,yes,180.0,no,protestant christianity
user9150,31,single,m,yes,160.0,no,islam
user9151,28,single,f,yes,160.0,no,hinduism
user9153,38,single,f,no,170.0,no,hinduism
user9154,33,available,m,yes,175.0,no,islam
user9155,24,single,m,yes,178.0,no,islam
user9156,24,single,m,yes,170.0,no,islam
user9157,34,single,m,yes,168.0,no,islam
user9158,34,single,m,yes,163.0,no,islam
user9159,34,single,f,yes,178.0,no,islam
user9160,24,single,m,yes,178.0,no,islam
user9161,42,single,m,yes,173.0,no,protestant christianity
user9162,26,seeing someone,f,yes,168.0,yes,islam
user9163,32,single,m,yes,193.0,yes,islam
user9164,33,single,m,yes,183.0,yes,islam
user9166,42,single,f,yes,155.0,no,islam
user9167,39,single,m,yes,170.0,no,islam
user9168,28,single,m,yes,183.0,no,islam
user9169,46,single,f,yes,157.0,no,islam
user9170,27,single,m,yes,183.0,yes,islam
user9171,52,single,m,no,173.0,no,islam
user9172,43,single,f,yes,160.0,no,islam
user9173,68,single,m,yes,183.0,no,protestant christianity
user9174,66,single,f,yes,165.0,no,islam
user9176,27,single,m,yes,165.0,no,islam
user9178,34,single,m,no,165.0,no,islam
user9179,37,single,m,no,170.0,no,protestant christianity
user9180,19,single,m,yes,175.0,no,hinduism
user9181,25,seeing someone,m,yes,183.0,no,islam
user9182,35,single,f,yes,175.0,no,islam
user9183,36,seeing someone,m,yes,183.0,yes,islam
user9184,33,single,m,yes,185.0,no,islam
user9185,27,single,f,yes,152.0,no,islam
user9186,31,single,m,yes,183.0,no,islam
user9187,36,available,m,yes,178.0,no,islam
user9188,20,single,f,yes,168.0,yes,islam
user9189,29,seeing someone,m,yes,180.0,no,islam
user9190,33,single,f,yes,157.0,no,islam
user9191,28,single,m,no,180.0,yes,roman catholicism
user9193,34,single,m,yes,173.0,yes,islam
user9194,28,single,m,yes,180.0,no,islam
user9195,24,single,f,no,163.0,no,islam
user9197,55,single,m,yes,178.0,no,islam
user9198,33,single,f,yes,170.0,no,islam
user9199,32,single,m,yes,168.0,no,islam
user9200,29,single,m,yes,180.0,no,islam
user9202,36,single,m,yes,173.0,yes,roman catholicism
user9203,35,single,m,yes,180.0,no,protestant christianity
user9204,29,single,m,yes,175.0,no,islam
user9205,30,single,m,yes,183.0,no,islam
user9206,41,seeing someone,m,yes,201.0,no,hinduism
user9208,19,single,f,yes,157.0,no,islam
user9211,20,single,f,yes,163.0,yes,islam
user9212,62,single,m,yes,185.0,no,islam
user9213,38,single,f,yes,168.0,yes,protestant christianity
user9214,29,seeing someone,f,yes,178.0,no,islam
user9215,26,single,m,yes,180.0,no,islam
user9216,22,seeing someone,m,yes,188.0,no,islam
user9217,67,single,m,yes,175.0,no,islam
user9218,29,single,m,yes,178.0,no,islam
user9219,34,single,m,yes,170.0,no,islam
user9220,65,single,m,yes,188.0,no,islam
user9221,38,single,m,yes,180.0,no,islam
user9222,48,single,m,yes,178.0,no,islam
user9224,40,single,f,yes,168.0,no,islam
user9225,26,single,m,yes,173.0,no,protestant christianity
user9227,32,available,m,yes,173.0,yes,islam
user9229,41,single,f,yes,163.0,no,islam
user9230,30,single,f,yes,152.0,yes,islam
user9231,31,single,f,yes,173.0,no,islam
user9232,57,single,f,yes,175.0,no,islam
user9233,23,single,f,yes,173.0,no,protestant christianity
user9234,26,single,f,yes,168.0,no,islam
user9235,28,single,f,yes,163.0,no,islam
user9236,23,single,f,yes,165.0,yes,islam
user9237,26,single,f,yes,155.0,no,islam
user9238,30,single,m,no,175.0,no,islam
user9239,23,single,m,yes,178.0,no,islam
user9240,32,single,f,yes,157.0,no,islam
user9241,35,single,m,yes,190.0,no,islam
user9242,20,single,f,yes,173.0,yes,islam
user9243,51,single,f,yes,165.0,no,islam
user9244,40,available,m,yes,188.0,no,islam
user9245,24,single,m,yes,180.0,no,islam
user9246,54,single,f,yes,170.0,no,islam
user9247,45,single,m,no,178.0,no,islam
user9248,35,seeing someone,m,yes,196.0,no,islam
user9249,27,single,m,yes,183.0,no,islam
user9250,53,single,m,yes,178.0,no,islam
user9251,37,single,m,yes,170.0,no,islam
user9252,33,single,m,yes,173.0,yes,islam
user9253,25,single,m,yes,203.0,no,roman catholicism
user9254,34,single,m,yes,183.0,no,islam
user9255,31,seeing someone,m,yes,193.0,no,islam
user9256,48,single,m,yes,190.0,no,islam
user9257,24,single,m,yes,183.0,no,islam
user9258,28,single,m,yes,180.0,no,islam
user9261,26,single,m,yes,173.0,no,islam
user9262,29,single,m,yes,173.0,no,islam
user9263,19,single,m,yes,175.0,no,islam
user9264,25,single,f,yes,165.0,no,islam
user9265,29,available,f,yes,168.0,no,islam
user9266,26,seeing someone,f,yes,168.0,no,islam
user9267,22,single,m,yes,185.0,yes,islam
user9269,45,single,f,yes,175.0,yes,islam
user9270,25,single,f,yes,160.0,no,islam
user9271,29,single,f,yes,160.0,yes,islam
user9272,36,single,f,yes,180.0,no,hinduism
user9273,31,single,m,yes,196.0,no,protestant christianity
user9274,66,single,f,yes,165.0,no,islam
user9275,29,single,f,yes,155.0,no,islam
user9276,49,single,f,yes,168.0,no,islam
user9278,26,single,m,yes,180.0,yes,islam
user9279,25,single,m,yes,188.0,no,islam
user9280,67,single,m,yes,173.0,no,islam
user9281,36,single,f,yes,165.0,yes,protestant christianity
user9282,42,single,f,yes,165.0,no,islam
user9283,35,single,f,yes,170.0,no,roman catholicism
user9286,60,single,f,yes,155.0,no,islam
user9287,38,single,f,yes,168.0,no,islam
user9288,31,single,m,yes,188.0,no,islam
user9289,46,single,f,yes,165.0,no,islam
user9291,32,single,f,yes,173.0,no,islam
user9292,25,single,f,yes,160.0,yes,protestant christianity
user9294,33,single,m,yes,190.0,no,protestant christianity
user9295,25,available,m,yes,185.0,yes,islam
user9297,29,single,f,yes,165.0,yes,islam
user9298,30,single,f,yes,170.0,no,islam
user9299,59,single,f,yes,168.0,no,hinduism
user9300,24,single,m,yes,170.0,no,islam
user9302,47,single,m,yes,165.0,no,islam
user9303,29,seeing someone,m,yes,180.0,no,islam
user9304,57,single,m,yes,173.0,no,islam
user9305,22,single,f,yes,160.0,no,islam
user9306,38,single,f,yes,165.0,no,islam
user9307,47,single,f,yes,163.0,no,islam
user9308,45,available,m,yes,183.0,no,islam
user9310,34,single,m,yes,173.0,no,islam
user9311,40,single,m,yes,183.0,no,islam
user9312,35,available,m,yes,183.0,no,islam
user9314,32,single,m,no,196.0,yes,hinduism
user9315,26,single,m,yes,180.0,no,islam
user9316,28,single,m,yes,170.0,no,islam
user9317,50,single,m,yes,188.0,yes,protestant christianity
user9318,30,single,m,yes,170.0,no,islam
user9319,49,single,m,yes,165.0,no,islam
user9320,27,single,m,no,188.0,no,islam
user9321,28,single,m,yes,183.0,yes,islam
user9322,28,single,m,yes,178.0,no,islam
user9323,29,single,m,yes,178.0,no,islam
user9324,51,single,m,yes,183.0,no,islam
user9325,30,single,f,yes,180.0,yes,islam
user9326,26,single,f,yes,173.0,no,islam
user9327,26,single,f,yes,196.0,no,islam
user9329,25,single,m,yes,180.0,no,islam
user9330,44,single,m,no,168.0,no,protestant christianity
user9331,55,single,f,yes,157.0,no,islam
user9332,28,single,m,yes,180.0,no,protestant christianity
user9333,31,single,f,yes,173.0,no,islam
user9334,18,single,f,yes,157.0,no,islam
user9336,39,single,f,no,173.0,no,protestant christianity
user9338,39,single,f,yes,170.0,no,islam
user9340,24,single,m,yes,175.0,no,islam
user9341,31,single,f,yes,175.0,no,hinduism
user9342,40,single,m,yes,193.0,no,islam
user9344,24,single,m,yes,185.0,no,islam
user9345,42,single,m,yes,180.0,no,islam
user9346,19,single,m,yes,183.0,no,islam
user9347,39,single,m,no,175.0,no,islam
user9348,30,single,m,yes,188.0,yes,islam
user9349,28,single,f,yes,178.0,no,protestant christianity
user9350,26,single,f,yes,173.0,no,protestant christianity
user9351,31,single,f,yes,168.0,no,protestant christianity
user9352,29,single,f,yes,155.0,no,roman catholicism
user9353,22,single,f,yes,170.0,yes,islam
user9354,33,single,f,yes,168.0,no,protestant christianity
user9355,27,single,f,yes,152.0,no,islam
user9357,58,single,f,no,168.0,no,islam
user9358,29,single,f,yes,163.0,no,islam
user9359,28,single,f,yes,165.0,no,islam
user9360,36,single,f,yes,152.0,no,islam
user9361,27,single,f,yes,165.0,no,islam
user9362,61,single,f,yes,168.0,no,islam
user9363,23,single,f,yes,157.0,no,islam
user9364,50,single,f,yes,165.0,no,roman catholicism
user9366,33,single,f,yes,155.0,no,islam
user9367,43,single,f,yes,163.0,no,islam
user9368,37,single,f,yes,160.0,yes,islam
user9369,25,single,f,yes,165.0,no,protestant christianity
user9371,26,single,f,yes,155.0,no,islam
user9372,32,single,f,yes,168.0,no,islam
user9373,26,single,m,yes,185.0,no,islam
user9374,60,single,f,yes,163.0,no,islam
user9375,60,single,f,yes,163.0,no,protestant christianity
user9376,41,single,f,yes,165.0,no,islam
user9377,52,single,f,yes,180.0,yes,islam
user9378,21,single,f,yes,170.0,no,islam
user9379,30,single,f,yes,160.0,no,islam
user9380,29,single,f,yes,168.0,no,protestant christianity
user9381,19,single,f,yes,165.0,yes,islam
user9382,23,single,f,yes,157.0,yes,protestant christianity
user9383,39,single,f,yes,165.0,no,islam
user9384,24,single,f,yes,170.0,no,islam
user9385,29,single,m,yes,178.0,yes,islam
user9386,32,single,f,yes,170.0,yes,protestant christianity
user9388,47,single,m,no,183.0,no,islam
user9389,25,single,f,yes,155.0,no,islam
user9390,25,seeing someone,m,yes,193.0,no,islam
user9391,29,single,m,yes,173.0,no,protestant christianity
user9392,42,single,m,yes,185.0,no,islam
user9393,68,single,m,yes,178.0,no,hinduism
user9394,25,single,m,yes,175.0,no,islam
user9395,29,single,f,yes,155.0,no,protestant christianity
user9397,21,single,f,yes,168.0,no,islam
user9398,31,single,m,no,183.0,yes,islam
user9399,47,single,m,yes,180.0,no,islam
user9400,28,available,m,yes,183.0,yes,protestant christianity
user9401,36,single,f,yes,173.0,no,islam
user9403,22,single,f,yes,165.0,no,islam
user9404,21,single,m,yes,183.0,yes,islam
user9405,45,single,m,yes,196.0,no,islam
user9406,30,single,f,yes,163.0,no,islam
user9407,25,single,m,yes,175.0,yes,islam
user9408,19,single,f,yes,175.0,no,islam
user9409,38,single,f,yes,168.0,yes,islam
user9411,24,available,f,yes,168.0,no,roman catholicism
user9412,26,single,f,yes,175.0,no,islam
user9413,30,single,f,yes,170.0,no,islam
user9414,21,single,f,yes,168.0,yes,islam
user9415,27,single,f,yes,163.0,no,islam
user9416,37,available,f,yes,170.0,no,islam
user9417,23,single,f,yes,173.0,no,roman catholicism
user9418,24,single,m,yes,165.0,no,protestant christianity
user9419,62,single,m,yes,183.0,no,islam
user9421,25,single,f,yes,160.0,no,islam
user9422,25,single,m,yes,170.0,no,islam
user9423,40,single,f,yes,178.0,no,islam
user9424,49,single,m,yes,185.0,no,islam
user9426,31,single,m,yes,173.0,no,islam
user9428,36,single,m,yes,185.0,no,islam
user9429,47,single,m,yes,193.0,no,islam
user9430,36,single,m,yes,188.0,no,islam
user9432,23,single,m,yes,165.0,no,buddhism
user9433,32,single,f,no,165.0,yes,islam
user9434,32,married,m,yes,180.0,yes,islam
user9435,19,single,m,yes,183.0,no,islam
user9438,27,available,f,yes,163.0,no,islam
user9439,26,seeing someone,m,yes,185.0,no,islam
user9440,41,single,f,yes,163.0,no,islam
user9441,29,single,m,yes,190.0,no,islam
user9442,25,single,m,yes,183.0,no,islam
user9443,44,single,m,yes,175.0,no,islam
user9444,32,single,f,no,173.0,no,islam
user9445,31,single,m,yes,178.0,no,islam
user9446,25,married,f,yes,173.0,yes,islam
user9447,21,single,m,yes,170.0,no,islam
user9448,31,single,m,yes,180.0,yes,islam
user9449,35,single,f,yes,160.0,no,islam
user9450,28,single,f,no,163.0,yes,islam
user9451,35,single,m,yes,183.0,no,islam
user9452,24,single,m,yes,190.0,no,islam
user9453,20,single,m,yes,185.0,yes,islam
user9454,32,single,m,yes,178.0,yes,islam
user9455,21,single,f,yes,160.0,no,islam
user9456,39,single,f,yes,170.0,no,islam
user9457,25,single,m,yes,185.0,no,islam
user9459,27,single,f,yes,168.0,no,islam
user9460,24,single,f,yes,170.0,no,islam
user9461,31,single,f,yes,178.0,no,islam
user9462,31,single,f,yes,168.0,no,islam
user9463,65,single,f,yes,168.0,no,islam
user9465,19,single,f,yes,183.0,yes,islam
user9466,27,single,f,yes,163.0,no,islam
user9467,25,single,m,yes,168.0,yes,islam
user9469,20,single,m,yes,178.0,no,islam
user9470,26,single,m,yes,188.0,no,islam
user9471,19,single,f,yes,160.0,no,islam
user9472,25,single,f,yes,152.0,no,islam
user9473,28,single,f,yes,163.0,no,islam
user9476,30,seeing someone,m,yes,173.0,no,islam
user9477,52,single,f,yes,173.0,no,islam
user9478,40,single,f,yes,168.0,no,islam
user9479,21,single,m,no,185.0,yes,islam
user9480,51,single,m,yes,178.0,no,islam
user9481,30,single,m,yes,175.0,yes,islam
user9482,27,single,f,yes,157.0,no,islam
user9483,22,single,f,yes,173.0,no,islam
user9484,28,single,f,yes,170.0,no,islam
user9485,34,single,f,yes,165.0,no,islam
user9486,31,single,f,yes,175.0,no,islam
user9487,59,single,m,yes,180.0,no,roman catholicism
user9488,18,single,m,no,183.0,no,islam
user9489,42,single,f,yes,170.0,no,islam
user9490,24,single,f,yes,168.0,yes,islam
user9492,20,single,m,yes,170.0,yes,islam
user9493,34,single,f,yes,173.0,no,islam
user9494,28,single,f,yes,155.0,no,islam
user9495,37,single,m,yes,188.0,no,islam
user9497,28,single,f,yes,175.0,no,islam
user9498,30,single,f,yes,152.0,no,hinduism
user9499,24,single,f,yes,170.0,yes,islam
user9501,28,seeing someone,f,yes,178.0,no,islam
user9502,31,single,m,yes,183.0,no,islam
user9503,34,single,f,yes,170.0,no,islam
user9504,36,single,m,yes,188.0,no,islam
user9505,33,single,f,yes,160.0,no,islam
user9506,43,single,f,yes,165.0,no,islam
user9507,41,single,m,yes,170.0,no,islam
user9508,62,single,f,yes,152.0,no,islam
user9509,28,single,m,yes,185.0,no,islam
user9510,31,single,m,yes,183.0,yes,islam
user9511,34,single,m,yes,180.0,yes,islam
user9512,29,single,m,yes,178.0,no,islam
user9513,49,single,f,yes,163.0,no,hinduism
user9514,50,single,m,yes,188.0,no,islam
user9515,19,single,m,yes,188.0,yes,islam
user9516,24,single,f,yes,173.0,no,islam
user9518,22,single,m,yes,178.0,no,islam
user9519,24,single,m,yes,188.0,yes,islam
user9521,28,single,f,yes,157.0,no,islam
user9522,27,single,f,yes,173.0,no,islam
user9523,28,single,f,yes,163.0,no,islam
user9524,22,single,f,yes,165.0,no,islam
user9525,28,single,f,yes,180.0,no,islam
user9526,39,single,m,yes,178.0,no,islam
user9527,62,single,f,yes,160.0,no,islam
user9528,33,single,f,yes,170.0,no,roman catholicism
user9529,22,single,m,yes,183.0,yes,islam
user9530,32,single,f,yes,168.0,no,islam
user9531,28,single,m,yes,178.0,no,islam
user9532,24,single,f,yes,170.0,no,islam
user9533,27,single,f,yes,165.0,no,hinduism
user9534,34,single,m,yes,188.0,no,islam
user9535,44,single,f,yes,165.0,yes,islam
user9536,30,single,m,yes,190.0,yes,islam
user9537,26,single,m,yes,193.0,yes,roman catholicism
user9538,52,single,f,yes,160.0,no,buddhism
user9539,40,single,f,yes,163.0,no,islam
user9540,31,single,f,yes,170.0,no,islam
user9541,38,single,f,yes,178.0,no,islam
user9542,20,single,f,yes,165.0,no,islam
user9543,41,seeing someone,m,yes,175.0,no,islam
user9544,42,single,f,yes,168.0,no,islam
user9545,25,single,f,yes,173.0,no,hinduism
user9548,33,seeing someone,m,yes,173.0,no,islam
user9550,21,single,m,yes,170.0,no,protestant christianity
user9551,28,single,m,yes,168.0,no,islam
user9553,36,single,f,yes,173.0,no,islam
user9554,42,single,m,yes,170.0,no,islam
user9555,60,single,f,yes,173.0,no,islam
user9556,24,available,m,yes,185.0,no,islam
user9557,25,seeing someone,m,yes,173.0,no,islam
user9558,46,single,f,no,178.0,no,buddhism
user9560,22,single,f,no,165.0,no,islam
user9561,50,single,f,yes,175.0,no,islam
user9562,20,single,f,yes,135.0,no,islam
user9563,30,single,f,yes,160.0,no,protestant christianity
user9564,29,single,f,yes,163.0,no,islam
user9565,23,single,f,yes,163.0,no,islam
user9566,50,single,f,yes,160.0,no,protestant christianity
user9567,33,single,f,yes,163.0,no,islam
user9568,64,single,f,yes,168.0,no,islam
user9569,59,single,f,yes,175.0,no,islam
user9570,21,single,f,yes,150.0,yes,islam
user9571,26,single,f,yes,163.0,yes,islam
user9572,24,single,f,yes,165.0,no,islam
user9573,33,single,m,yes,183.0,no,islam
user9574,24,single,f,yes,165.0,no,islam
user9575,23,single,f,yes,168.0,no,roman catholicism
user9576,23,single,m,yes,178.0,yes,islam
user9577,27,single,f,yes,163.0,no,islam
user9578,35,single,f,yes,183.0,yes,islam
user9579,43,single,f,yes,173.0,no,islam
user9580,19,single,f,yes,160.0,no,islam
user9581,26,single,f,yes,170.0,yes,protestant christianity
user9582,45,single,f,yes,157.0,no,islam
user9583,41,single,m,yes,173.0,no,roman catholicism
user9584,23,single,f,yes,160.0,no,islam
user9586,28,seeing someone,f,yes,170.0,yes,islam
user9587,25,single,m,yes,190.0,no,islam
user9589,31,single,m,yes,180.0,yes,islam
user9590,22,single,f,yes,163.0,no,islam
user9591,32,single,f,yes,163.0,yes,islam
user9592,24,single,m,yes,175.0,no,islam
user9593,28,single,f,yes,160.0,no,islam
user9594,39,single,m,yes,190.0,yes,islam
user9595,25,single,f,yes,165.0,yes,islam
user9596,26,single,f,yes,157.0,no,islam
user9598,37,single,f,yes,173.0,yes,islam
user9600,34,single,m,yes,178.0,no,islam
user9601,38,available,m,yes,170.0,no,islam
user9602,35,single,f,yes,160.0,no,islam
user9603,35,single,f,yes,163.0,no,islam
user9604,56,single,f,yes,168.0,no,islam
user9605,28,seeing someone,f,yes,157.0,yes,islam
user9606,29,single,m,yes,180.0,yes,islam
user9607,26,single,m,no,168.0,no,islam
user9608,31,single,m,yes,185.0,no,islam
user9609,37,single,m,yes,183.0,no,islam
user9610,25,single,m,yes,193.0,no,islam
user9611,44,single,m,yes,190.0,no,islam
user9612,32,single,f,yes,168.0,no,islam
user9613,24,single,m,yes,170.0,no,islam
user9614,39,single,f,yes,165.0,no,islam
user9615,28,single,m,yes,183.0,no,islam
user9616,27,single,m,yes,188.0,no,islam
user9617,21,single,m,yes,196.0,no,islam
user9618,61,single,m,yes,185.0,no,islam
user9620,42,single,m,yes,180.0,no,islam
user9621,30,single,m,yes,188.0,no,islam
user9622,49,single,f,yes,165.0,yes,islam
user9623,23,single,f,yes,165.0,no,islam
user9624,46,single,m,yes,185.0,yes,islam
user9625,26,single,m,yes,175.0,no,islam
user9626,35,single,m,yes,183.0,yes,islam
user9627,31,single,f,yes,157.0,yes,islam
user9628,30,single,m,yes,188.0,no,islam
user9629,31,single,f,yes,170.0,no,islam
user9630,23,single,f,yes,173.0,no,islam
user9631,22,single,m,yes,175.0,yes,islam
